case_id,category,color,reported_location,location_type,footfall_score,days_since_loss,max_similarity_score,similar_items_nearby_48h,recovered,days_to_recovery
385,Bag,Silver,Library,Building,0.85,0,0.71,1,1,1.0
386,Wallet,Blue,Library,Building,0.85,30,0.56,1,0,
387,Wallet,Blue,Canteen,Building,0.95,4,0.74,0,1,1.0
388,Phone,Silver,Auditorium,Building,0.8,17,0.62,0,0,
389,Bottle,Red,Bus Stop,Transit,0.75,10,0.46,3,0,
390,Bottle,Blue,Parking Area,Open Area,0.45,12,0.53,1,0,
391,Wallet,White,Auditorium,Building,0.8,19,0.91,1,1,1.0
392,Wallet,White,Pathway near CSE,Pathway,0.6,1,0.83,4,1,1.0
393,Keys,White,Canteen,Building,0.95,14,0.75,3,1,8.0
394,Keys,Green,Canteen,Building,0.95,17,0.53,4,0,
395,Bag,Blue,Library,Building,0.85,21,0.83,1,0,
396,Bag,Green,Auditorium,Building,0.8,9,0.81,2,1,1.0
397,Bottle,Silver,Pathway near CSE,Pathway,0.6,30,0.39,3,0,
398,Wallet,Silver,Canteen,Building,0.95,27,0.35,2,0,
399,Keys,Green,Auditorium,Building,0.8,11,0.85,4,1,1.0
400,Phone,White,Auditorium,Building,0.8,16,0.6,4,1,1.0
401,ID Card,Red,Auditorium,Building,0.8,5,0.77,2,1,4.0
402,Bottle,Blue,Auditorium,Building,0.8,13,0.58,3,0,
403,Wallet,Green,Library,Building,0.85,29,0.8,4,0,
404,Phone,Green,Parking Area,Open Area,0.45,11,0.38,1,0,
405,Phone,Black,Canteen,Building,0.95,0,0.85,1,1,1.0
406,Phone,White,Bus Stop,Transit,0.75,10,0.53,2,0,
407,Wallet,Red,Library,Building,0.85,29,0.83,1,0,
408,Keys,Blue,Auditorium,Building,0.8,22,0.96,2,1,3.0
409,Bottle,Red,Clock Tower,Landmark,0.9,0,0.44,1,0,
410,Wallet,Silver,Bus Stop,Transit,0.75,19,0.5,4,0,
411,Phone,Black,Canteen,Building,0.95,9,0.74,2,1,1.0
412,Wallet,Green,Bus Stop,Transit,0.75,25,0.87,3,1,2.0
413,Phone,Red,Auditorium,Building,0.8,28,0.99,0,1,2.0
414,Bottle,Red,Bus Stop,Transit,0.75,16,0.65,3,0,
415,Keys,Blue,Library,Building,0.85,13,0.59,2,1,1.0
416,ID Card,Blue,Parking Area,Open Area,0.45,13,0.85,4,1,1.0
417,Keys,Red,Parking Area,Open Area,0.45,11,0.62,1,0,
418,Bottle,Silver,Parking Area,Open Area,0.45,25,0.54,1,0,
419,Bottle,Red,Pathway near CSE,Pathway,0.6,27,0.73,3,0,
420,Keys,Green,Library,Building,0.85,8,0.8,2,1,2.0
421,ID Card,Red,Library,Building,0.85,7,0.47,1,0,
422,Keys,Red,Auditorium,Building,0.8,18,0.76,0,0,
423,ID Card,Blue,Clock Tower,Landmark,0.9,11,0.73,2,1,1.0
424,Keys,Blue,Auditorium,Building,0.8,24,0.38,3,0,
425,Keys,Green,Bus Stop,Transit,0.75,5,0.49,0,0,
426,Phone,White,Auditorium,Building,0.8,30,0.3,0,0,
427,ID Card,Blue,Clock Tower,Landmark,0.9,25,0.7,3,1,2.0
428,Phone,Black,Library,Building,0.85,16,0.99,1,1,2.0
429,Bottle,Green,Library,Building,0.85,1,0.68,1,1,5.0
430,Wallet,Black,Library,Building,0.85,27,0.66,1,0,
431,Keys,Black,Library,Building,0.85,3,0.65,1,1,1.0
432,Bag,Green,Bus Stop,Transit,0.75,14,0.98,0,1,1.0
433,Bag,Black,Canteen,Building,0.95,15,0.3,2,0,
434,ID Card,Silver,Library,Building,0.85,25,0.86,4,1,1.0
435,Bag,Red,Pathway near CSE,Pathway,0.6,19,0.86,3,1,2.0
436,Wallet,Silver,Library,Building,0.85,10,0.53,3,1,1.0
437,ID Card,White,Library,Building,0.85,9,0.62,2,1,1.0
438,Keys,Green,Canteen,Building,0.95,22,0.6,0,0,
439,Bag,Red,Bus Stop,Transit,0.75,27,0.78,0,0,
440,Bottle,Green,Library,Building,0.85,20,0.82,2,0,
441,Phone,Red,Bus Stop,Transit,0.75,20,0.51,2,0,
442,Bottle,White,Bus Stop,Transit,0.75,5,0.3,2,0,
443,Wallet,Silver,Bus Stop,Transit,0.75,25,0.81,0,0,
444,Wallet,Red,Canteen,Building,0.95,24,0.99,3,1,3.0
445,ID Card,Green,Parking Area,Open Area,0.45,1,0.58,1,1,3.0
446,Keys,Green,Library,Building,0.85,11,0.56,1,0,
447,Phone,Silver,Canteen,Building,0.95,16,0.64,3,1,1.0
448,ID Card,White,Library,Building,0.85,7,0.79,3,1,1.0
449,Phone,White,Canteen,Building,0.95,15,0.89,3,1,1.0
450,Bottle,Red,Library,Building,0.85,24,0.79,2,0,
451,Bag,Blue,Parking Area,Open Area,0.45,9,0.91,3,1,2.0
452,Bag,Blue,Clock Tower,Landmark,0.9,4,0.8,4,1,10.0
453,Bag,Blue,Bus Stop,Transit,0.75,14,0.64,2,0,
454,Keys,Black,Bus Stop,Transit,0.75,11,0.63,1,0,
455,Bottle,Silver,Library,Building,0.85,28,0.57,6,1,2.0
456,Wallet,White,Bus Stop,Transit,0.75,29,0.74,2,0,
457,Wallet,Black,Parking Area,Open Area,0.45,7,0.91,2,1,3.0
458,Wallet,Blue,Canteen,Building,0.95,25,0.99,2,1,1.0
459,ID Card,Silver,Parking Area,Open Area,0.45,11,0.52,3,0,
460,Bottle,Blue,Parking Area,Open Area,0.45,28,0.91,3,0,
461,ID Card,Green,Bus Stop,Transit,0.75,23,0.85,0,0,
462,Bag,Green,Auditorium,Building,0.8,18,0.8,1,0,
463,ID Card,White,Clock Tower,Landmark,0.9,14,0.58,3,1,4.0
464,Bottle,Black,Canteen,Building,0.95,28,0.33,3,0,
465,Bottle,White,Parking Area,Open Area,0.45,5,0.49,1,0,
466,Wallet,Green,Parking Area,Open Area,0.45,29,0.91,2,0,
467,Phone,Silver,Canteen,Building,0.95,9,0.61,3,1,1.0
468,ID Card,White,Canteen,Building,0.95,11,0.84,0,1,1.0
469,Bottle,Black,Auditorium,Building,0.8,2,0.79,4,1,5.0
470,Keys,Silver,Library,Building,0.85,4,0.73,2,1,1.0
471,Bottle,Silver,Clock Tower,Landmark,0.9,16,0.9,3,1,1.0
472,Bottle,Silver,Canteen,Building,0.95,5,0.68,0,0,
473,Keys,Silver,Library,Building,0.85,26,0.76,2,0,
474,Phone,Red,Clock Tower,Landmark,0.9,1,0.73,3,1,8.0
475,Bottle,Black,Bus Stop,Transit,0.75,6,0.53,3,0,
476,Bag,Silver,Bus Stop,Transit,0.75,0,0.9,2,1,1.0
477,Keys,Silver,Library,Building,0.85,20,0.7,2,0,
478,Bag,Blue,Auditorium,Building,0.8,25,0.65,2,0,
479,ID Card,Green,Clock Tower,Landmark,0.9,22,0.87,2,1,1.0
480,Bag,Green,Pathway near CSE,Pathway,0.6,14,0.99,1,1,2.0
481,Bottle,Blue,Library,Building,0.85,27,0.57,2,0,
482,Keys,Black,Pathway near CSE,Pathway,0.6,4,0.71,0,0,
483,Bottle,Silver,Clock Tower,Landmark,0.9,10,0.75,4,1,1.0
484,Phone,Black,Pathway near CSE,Pathway,0.6,7,0.82,4,1,2.0
485,Phone,Black,Pathway near CSE,Pathway,0.6,27,0.92,2,1,1.0
486,Wallet,Blue,Auditorium,Building,0.8,10,0.99,2,1,7.0
487,Keys,Black,Canteen,Building,0.95,24,0.97,2,1,1.0
488,Bottle,Green,Pathway near CSE,Pathway,0.6,28,0.81,2,0,
489,Phone,Red,Pathway near CSE,Pathway,0.6,16,0.62,3,0,
490,Wallet,Blue,Parking Area,Open Area,0.45,11,0.58,2,1,1.0
491,ID Card,Green,Parking Area,Open Area,0.45,28,0.64,3,0,
492,Keys,Green,Library,Building,0.85,17,0.56,2,1,2.0
493,Phone,Green,Canteen,Building,0.95,28,0.64,5,1,1.0
494,ID Card,Green,Library,Building,0.85,1,0.56,2,1,5.0
495,Bottle,Silver,Canteen,Building,0.95,11,0.84,4,1,2.0
496,Phone,Green,Parking Area,Open Area,0.45,14,0.98,0,0,
497,ID Card,Silver,Bus Stop,Transit,0.75,19,0.99,0,1,1.0
498,Phone,Green,Library,Building,0.85,25,0.86,2,1,1.0
499,Bottle,Black,Auditorium,Building,0.8,4,0.68,0,0,
500,Bottle,Green,Parking Area,Open Area,0.45,1,0.71,4,0,
501,Wallet,White,Library,Building,0.85,25,0.68,5,1,5.0
502,Bag,Blue,Parking Area,Open Area,0.45,28,0.7,0,0,
503,ID Card,Silver,Library,Building,0.85,5,0.49,0,0,
504,Bottle,White,Auditorium,Building,0.8,9,0.72,1,0,
505,Bottle,Silver,Parking Area,Open Area,0.45,15,0.99,0,0,
506,ID Card,Green,Auditorium,Building,0.8,0,0.61,0,1,2.0
507,Keys,Red,Pathway near CSE,Pathway,0.6,18,0.93,4,1,1.0
508,Keys,White,Bus Stop,Transit,0.75,0,0.54,2,1,4.0
509,ID Card,White,Auditorium,Building,0.8,24,0.75,2,1,2.0
510,Wallet,White,Clock Tower,Landmark,0.9,18,0.75,3,1,1.0
511,Bottle,White,Bus Stop,Transit,0.75,19,0.65,1,0,
512,Bag,Blue,Auditorium,Building,0.8,21,0.48,1,0,
513,Bottle,White,Clock Tower,Landmark,0.9,6,0.71,2,0,
514,ID Card,Green,Canteen,Building,0.95,13,0.67,1,1,2.0
515,Bag,Silver,Auditorium,Building,0.8,19,0.41,2,0,
516,Keys,White,Clock Tower,Landmark,0.9,22,0.93,1,1,1.0
517,Wallet,Silver,Library,Building,0.85,21,0.7,2,0,
518,Bag,Black,Canteen,Building,0.95,14,0.61,0,0,
519,ID Card,Silver,Library,Building,0.85,21,0.5,0,0,
520,Keys,White,Bus Stop,Transit,0.75,25,0.63,2,0,
521,Bottle,Green,Canteen,Building,0.95,30,0.68,4,0,
522,Bottle,Black,Canteen,Building,0.95,30,0.74,3,0,
523,ID Card,Black,Bus Stop,Transit,0.75,6,0.49,4,1,1.0
524,Bag,Black,Pathway near CSE,Pathway,0.6,11,0.73,1,0,
525,Keys,Black,Library,Building,0.85,3,0.67,3,1,2.0
526,Bottle,Green,Pathway near CSE,Pathway,0.6,26,0.62,1,0,
527,Wallet,Black,Clock Tower,Landmark,0.9,9,0.66,4,1,2.0
528,Phone,Black,Pathway near CSE,Pathway,0.6,20,0.99,1,1,1.0
529,Bag,Blue,Canteen,Building,0.95,26,0.99,4,1,5.0
530,Bottle,White,Library,Building,0.85,4,0.43,0,0,
531,Keys,Silver,Canteen,Building,0.95,7,0.63,4,1,1.0
532,Bottle,Blue,Bus Stop,Transit,0.75,7,0.75,4,1,1.0
533,Bag,Black,Bus Stop,Transit,0.75,15,0.82,2,1,2.0
534,Wallet,Red,Parking Area,Open Area,0.45,29,0.57,5,0,
535,Keys,Green,Pathway near CSE,Pathway,0.6,20,0.91,1,0,
536,ID Card,Black,Library,Building,0.85,20,0.66,3,1,6.0
537,Phone,White,Parking Area,Open Area,0.45,7,0.7,3,1,1.0
538,Keys,Red,Canteen,Building,0.95,13,0.63,2,0,
539,Wallet,Red,Auditorium,Building,0.8,12,0.87,1,1,3.0
540,Wallet,White,Auditorium,Building,0.8,29,0.79,2,0,
541,Phone,Red,Library,Building,0.85,18,0.84,4,1,1.0
542,ID Card,Black,Pathway near CSE,Pathway,0.6,20,0.84,0,0,
543,Bag,Blue,Auditorium,Building,0.8,16,0.4,0,0,
544,Wallet,Red,Library,Building,0.85,5,0.41,1,0,
545,Keys,Black,Bus Stop,Transit,0.75,5,0.36,0,1,1.0
546,ID Card,Black,Parking Area,Open Area,0.45,21,0.74,2,0,
547,Wallet,Silver,Auditorium,Building,0.8,20,0.67,1,0,
548,Bag,Silver,Library,Building,0.85,2,0.57,3,1,5.0
549,Phone,Blue,Canteen,Building,0.95,15,0.65,3,1,1.0
550,Wallet,Red,Library,Building,0.85,12,0.34,1,0,
551,ID Card,Black,Library,Building,0.85,18,0.7,3,1,2.0
552,Phone,Black,Bus Stop,Transit,0.75,11,0.88,3,1,2.0
553,Phone,White,Clock Tower,Landmark,0.9,14,0.49,2,0,
554,Bag,White,Parking Area,Open Area,0.45,29,0.71,1,0,
555,Keys,Black,Bus Stop,Transit,0.75,3,0.61,2,1,1.0
556,ID Card,Black,Parking Area,Open Area,0.45,7,0.73,0,0,
557,Wallet,Green,Canteen,Building,0.95,14,0.87,0,1,4.0
558,Bottle,Black,Pathway near CSE,Pathway,0.6,22,0.51,0,0,
559,Bag,Silver,Auditorium,Building,0.8,21,0.85,1,0,
560,Wallet,White,Auditorium,Building,0.8,19,0.54,1,0,
561,Phone,Silver,Pathway near CSE,Pathway,0.6,16,0.61,4,1,8.0
562,Phone,Silver,Clock Tower,Landmark,0.9,1,0.86,0,1,2.0
563,Bottle,Blue,Parking Area,Open Area,0.45,17,0.3,2,0,
564,ID Card,Silver,Pathway near CSE,Pathway,0.6,3,0.68,1,1,2.0
565,Keys,Silver,Pathway near CSE,Pathway,0.6,2,0.72,1,1,3.0
566,Bag,Red,Pathway near CSE,Pathway,0.6,4,0.74,1,1,1.0
567,Bag,Silver,Clock Tower,Landmark,0.9,17,0.7,2,0,
568,ID Card,White,Clock Tower,Landmark,0.9,12,0.81,2,1,3.0
569,Phone,White,Canteen,Building,0.95,18,0.92,2,1,1.0
570,Bag,Black,Bus Stop,Transit,0.75,2,0.64,2,1,2.0
571,Phone,Red,Pathway near CSE,Pathway,0.6,1,0.57,3,1,1.0
572,Wallet,Blue,Auditorium,Building,0.8,20,0.62,2,0,
573,Keys,Green,Library,Building,0.85,28,0.54,0,0,
574,Bag,Green,Clock Tower,Landmark,0.9,21,0.45,0,0,
575,Bottle,Blue,Bus Stop,Transit,0.75,27,0.39,1,0,
576,Wallet,Silver,Pathway near CSE,Pathway,0.6,16,0.72,1,0,
577,Wallet,Red,Auditorium,Building,0.8,0,0.66,2,1,1.0
578,Bag,White,Bus Stop,Transit,0.75,17,0.3,4,0,
579,Bag,Blue,Canteen,Building,0.95,14,0.83,2,1,1.0
580,ID Card,Blue,Bus Stop,Transit,0.75,24,0.83,2,1,1.0
581,Keys,Green,Parking Area,Open Area,0.45,24,0.72,1,0,
582,Phone,Blue,Canteen,Building,0.95,2,0.98,0,1,1.0
583,Phone,Green,Parking Area,Open Area,0.45,21,0.73,1,0,
584,Phone,Blue,Bus Stop,Transit,0.75,1,0.71,4,1,1.0
585,Wallet,Silver,Canteen,Building,0.95,24,0.68,2,0,
586,Phone,Blue,Parking Area,Open Area,0.45,9,0.4,6,1,1.0
587,Keys,Silver,Library,Building,0.85,18,0.58,1,0,
588,Keys,Black,Canteen,Building,0.95,9,0.59,2,0,
589,Keys,Silver,Canteen,Building,0.95,13,0.79,2,1,1.0
590,Phone,Silver,Parking Area,Open Area,0.45,28,0.91,2,0,
591,Wallet,White,Bus Stop,Transit,0.75,13,0.76,0,0,
592,Phone,Black,Bus Stop,Transit,0.75,21,0.81,1,0,
593,Bottle,Black,Bus Stop,Transit,0.75,13,0.55,0,0,
594,ID Card,Green,Canteen,Building,0.95,24,0.99,2,1,1.0
595,Wallet,Blue,Library,Building,0.85,27,0.6,2,0,
596,Bag,Red,Parking Area,Open Area,0.45,13,0.74,2,0,
597,Bottle,Silver,Canteen,Building,0.95,12,0.66,1,0,
598,Wallet,Black,Bus Stop,Transit,0.75,2,0.48,5,1,1.0
599,ID Card,Red,Parking Area,Open Area,0.45,23,0.41,2,0,
600,Phone,Black,Pathway near CSE,Pathway,0.6,21,0.78,2,0,
601,Phone,Red,Canteen,Building,0.95,25,0.78,1,1,1.0
602,Keys,White,Parking Area,Open Area,0.45,6,0.7,2,0,
603,ID Card,Black,Clock Tower,Landmark,0.9,6,0.53,3,1,1.0
604,Keys,Red,Bus Stop,Transit,0.75,24,0.79,2,0,
605,Wallet,White,Parking Area,Open Area,0.45,22,0.47,3,0,
606,Wallet,Silver,Library,Building,0.85,24,0.81,1,0,
607,Bag,Silver,Bus Stop,Transit,0.75,11,0.99,0,1,1.0
608,ID Card,Silver,Pathway near CSE,Pathway,0.6,14,0.66,3,1,3.0
609,Keys,Green,Auditorium,Building,0.8,26,0.46,5,0,
610,Wallet,Black,Library,Building,0.85,13,0.41,2,1,2.0
611,Wallet,White,Canteen,Building,0.95,0,0.57,1,1,1.0
612,Bottle,Silver,Bus Stop,Transit,0.75,13,0.59,1,0,
613,Wallet,Black,Canteen,Building,0.95,12,0.63,4,1,3.0
614,Wallet,Green,Parking Area,Open Area,0.45,20,0.82,1,0,
615,ID Card,Black,Auditorium,Building,0.8,26,0.67,3,1,2.0
616,Keys,White,Bus Stop,Transit,0.75,15,0.87,1,0,
617,Keys,Black,Canteen,Building,0.95,4,0.63,0,0,
618,Bag,Blue,Parking Area,Open Area,0.45,20,0.78,0,0,
619,Bottle,Red,Auditorium,Building,0.8,27,0.7,3,0,
620,Keys,Red,Auditorium,Building,0.8,0,0.83,3,1,5.0
621,Keys,Blue,Clock Tower,Landmark,0.9,22,0.38,1,0,
622,Wallet,Silver,Pathway near CSE,Pathway,0.6,11,0.76,0,0,
623,Keys,White,Parking Area,Open Area,0.45,29,0.82,0,0,
624,Bag,Red,Clock Tower,Landmark,0.9,17,0.3,2,0,
625,Phone,Red,Parking Area,Open Area,0.45,23,0.51,0,0,
626,ID Card,Red,Parking Area,Open Area,0.45,26,0.57,3,0,
627,Bag,Blue,Clock Tower,Landmark,0.9,29,0.82,1,0,
628,Wallet,Blue,Canteen,Building,0.95,19,0.78,3,1,1.0
629,ID Card,Black,Auditorium,Building,0.8,12,0.96,1,1,1.0
630,Bag,Green,Parking Area,Open Area,0.45,7,0.39,1,0,
631,Wallet,Black,Bus Stop,Transit,0.75,26,0.78,1,0,
632,Keys,White,Auditorium,Building,0.8,1,0.95,2,1,3.0
633,Bag,Green,Parking Area,Open Area,0.45,15,0.63,2,0,
634,Phone,White,Canteen,Building,0.95,2,0.75,6,1,3.0
635,Bag,White,Auditorium,Building,0.8,10,0.62,2,0,
636,Phone,Silver,Clock Tower,Landmark,0.9,7,0.82,5,1,7.0
637,Keys,Silver,Pathway near CSE,Pathway,0.6,8,0.3,1,1,3.0
638,Phone,White,Library,Building,0.85,28,0.69,1,0,
639,Keys,Red,Canteen,Building,0.95,29,0.43,4,0,
640,Phone,Blue,Parking Area,Open Area,0.45,4,0.64,3,1,4.0
641,Keys,Green,Clock Tower,Landmark,0.9,9,0.31,0,0,
642,Wallet,Silver,Auditorium,Building,0.8,27,0.9,2,1,1.0
643,Bottle,Black,Pathway near CSE,Pathway,0.6,24,0.77,2,0,
644,Keys,White,Clock Tower,Landmark,0.9,16,0.85,3,1,2.0
645,ID Card,Red,Clock Tower,Landmark,0.9,13,0.71,1,1,1.0
646,Phone,Black,Parking Area,Open Area,0.45,24,0.58,3,0,
647,Bottle,Green,Auditorium,Building,0.8,10,0.6,2,1,1.0
648,ID Card,Green,Pathway near CSE,Pathway,0.6,7,0.39,4,0,
649,Bag,Green,Canteen,Building,0.95,21,0.97,0,1,1.0
650,Bag,Red,Auditorium,Building,0.8,19,0.61,1,0,
651,Wallet,White,Clock Tower,Landmark,0.9,2,0.46,1,1,1.0
652,Bag,White,Auditorium,Building,0.8,20,0.71,3,0,
653,Bag,Black,Library,Building,0.85,3,0.43,1,0,
654,ID Card,Green,Library,Building,0.85,24,0.58,1,0,
655,Wallet,Red,Canteen,Building,0.95,13,0.74,1,1,1.0
656,Bottle,Silver,Pathway near CSE,Pathway,0.6,3,0.71,2,0,
657,ID Card,Silver,Clock Tower,Landmark,0.9,19,0.99,2,1,8.0
658,ID Card,Green,Clock Tower,Landmark,0.9,9,0.94,2,1,2.0
659,Phone,White,Parking Area,Open Area,0.45,28,0.5,3,0,
660,Wallet,Silver,Parking Area,Open Area,0.45,5,0.53,2,0,
661,Wallet,Blue,Library,Building,0.85,9,0.66,3,1,1.0
662,Wallet,Red,Canteen,Building,0.95,13,0.75,2,1,7.0
663,ID Card,Green,Auditorium,Building,0.8,2,0.9,1,1,9.0
664,Wallet,White,Bus Stop,Transit,0.75,15,0.64,0,0,
665,Wallet,Green,Clock Tower,Landmark,0.9,4,0.7,0,1,3.0
666,Bag,Black,Auditorium,Building,0.8,19,0.67,2,0,
667,ID Card,Green,Library,Building,0.85,13,0.99,0,1,2.0
668,Keys,Silver,Canteen,Building,0.95,9,0.61,2,1,3.0
669,Keys,Blue,Pathway near CSE,Pathway,0.6,10,0.76,0,0,
670,Bag,Black,Library,Building,0.85,23,0.8,1,0,
671,Bag,Silver,Auditorium,Building,0.8,7,0.54,0,0,
672,ID Card,Green,Library,Building,0.85,3,0.55,4,1,7.0
673,Wallet,Silver,Parking Area,Open Area,0.45,5,0.77,3,1,2.0
674,Bottle,Red,Bus Stop,Transit,0.75,14,0.78,3,1,1.0
675,Wallet,Green,Auditorium,Building,0.8,9,0.73,2,1,5.0
676,Phone,Green,Bus Stop,Transit,0.75,15,0.84,4,1,3.0
677,ID Card,Blue,Library,Building,0.85,21,0.41,2,0,
678,Bag,Green,Clock Tower,Landmark,0.9,14,0.33,2,0,
679,Bag,Silver,Pathway near CSE,Pathway,0.6,17,0.58,2,0,
680,Keys,Green,Parking Area,Open Area,0.45,1,0.7,3,1,1.0
681,ID Card,White,Auditorium,Building,0.8,17,0.8,3,1,1.0
682,Phone,Red,Auditorium,Building,0.8,7,0.51,1,0,
683,ID Card,Blue,Bus Stop,Transit,0.75,19,0.99,1,0,
684,Keys,White,Bus Stop,Transit,0.75,12,0.92,5,1,1.0
685,ID Card,Green,Clock Tower,Landmark,0.9,0,0.83,1,1,1.0
686,Wallet,Silver,Bus Stop,Transit,0.75,16,0.7,2,0,
687,Keys,Silver,Canteen,Building,0.95,14,0.78,5,1,2.0
688,Bag,White,Parking Area,Open Area,0.45,22,0.85,1,0,
689,ID Card,Red,Pathway near CSE,Pathway,0.6,3,0.62,1,1,3.0
690,Phone,Red,Auditorium,Building,0.8,30,0.65,2,0,
691,ID Card,Black,Library,Building,0.85,14,0.57,0,0,
692,Bottle,Green,Library,Building,0.85,15,0.47,1,0,
693,Keys,White,Pathway near CSE,Pathway,0.6,10,0.44,0,0,
694,Phone,White,Clock Tower,Landmark,0.9,0,0.81,1,1,1.0
695,Keys,Red,Bus Stop,Transit,0.75,25,0.72,2,0,
696,Keys,Blue,Parking Area,Open Area,0.45,5,0.78,3,1,1.0
697,ID Card,Silver,Pathway near CSE,Pathway,0.6,30,0.88,2,1,2.0
698,Bag,White,Canteen,Building,0.95,5,0.66,0,1,1.0
699,Bag,Green,Clock Tower,Landmark,0.9,23,0.78,1,0,
700,Wallet,Green,Parking Area,Open Area,0.45,13,0.55,2,0,
701,Keys,Blue,Canteen,Building,0.95,8,0.65,1,0,
702,Phone,Silver,Clock Tower,Landmark,0.9,25,0.69,3,1,1.0
703,Wallet,Black,Library,Building,0.85,6,0.92,3,1,3.0
704,ID Card,White,Auditorium,Building,0.8,15,0.72,1,0,
705,Keys,Black,Parking Area,Open Area,0.45,12,0.56,3,0,
706,Bottle,Red,Library,Building,0.85,11,0.69,0,0,
707,Bottle,Blue,Auditorium,Building,0.8,21,0.65,2,0,
708,ID Card,Silver,Parking Area,Open Area,0.45,2,0.87,1,1,1.0
709,ID Card,Red,Canteen,Building,0.95,9,0.65,3,1,1.0
710,ID Card,White,Canteen,Building,0.95,16,0.94,1,1,1.0
711,Bottle,Blue,Parking Area,Open Area,0.45,12,0.99,2,0,
712,Bag,White,Parking Area,Open Area,0.45,22,0.65,2,0,
713,Wallet,Silver,Canteen,Building,0.95,15,0.75,0,0,
714,Wallet,Black,Auditorium,Building,0.8,14,0.97,5,1,1.0
715,ID Card,Red,Pathway near CSE,Pathway,0.6,4,0.89,1,1,1.0
716,Bag,Silver,Parking Area,Open Area,0.45,20,0.97,6,1,2.0
717,Keys,Green,Pathway near CSE,Pathway,0.6,22,0.68,2,0,
718,Bag,Blue,Clock Tower,Landmark,0.9,18,0.48,1,1,1.0
719,Wallet,Black,Clock Tower,Landmark,0.9,8,0.85,1,1,1.0
720,ID Card,Blue,Auditorium,Building,0.8,14,0.67,4,1,1.0
721,Bag,Silver,Parking Area,Open Area,0.45,3,0.5,3,0,
722,ID Card,Silver,Auditorium,Building,0.8,11,0.86,1,1,1.0
723,Phone,White,Pathway near CSE,Pathway,0.6,17,0.43,4,0,
724,Bag,Red,Bus Stop,Transit,0.75,26,0.81,0,0,
725,Wallet,Black,Auditorium,Building,0.8,1,0.53,1,1,1.0
726,ID Card,Red,Pathway near CSE,Pathway,0.6,27,0.96,0,0,
727,Wallet,Blue,Auditorium,Building,0.8,23,0.64,1,0,
728,ID Card,White,Parking Area,Open Area,0.45,20,0.79,4,1,5.0
729,Bottle,Blue,Auditorium,Building,0.8,6,0.62,1,0,
730,Phone,Silver,Library,Building,0.85,17,0.82,0,0,
731,Bottle,Blue,Library,Building,0.85,22,0.84,3,1,1.0
732,Bottle,Black,Auditorium,Building,0.8,16,0.81,0,0,
733,Keys,Red,Canteen,Building,0.95,30,0.69,3,0,
734,Bag,Red,Library,Building,0.85,27,0.68,1,0,
735,Keys,Blue,Canteen,Building,0.95,4,0.81,1,1,4.0
736,Wallet,White,Pathway near CSE,Pathway,0.6,15,0.94,4,1,2.0
737,Keys,Black,Bus Stop,Transit,0.75,13,0.99,1,1,2.0
738,Phone,White,Auditorium,Building,0.8,28,0.61,4,1,13.0
739,Bag,Silver,Bus Stop,Transit,0.75,8,0.81,1,1,1.0
740,ID Card,Green,Pathway near CSE,Pathway,0.6,10,0.86,4,1,1.0
741,Keys,Red,Bus Stop,Transit,0.75,14,0.9,2,1,2.0
742,Keys,Black,Auditorium,Building,0.8,2,0.89,1,1,3.0
743,Bag,Blue,Pathway near CSE,Pathway,0.6,26,0.99,2,1,3.0
744,ID Card,Black,Auditorium,Building,0.8,9,0.6,6,1,1.0
745,Bottle,Blue,Parking Area,Open Area,0.45,27,0.74,3,0,
746,ID Card,White,Auditorium,Building,0.8,1,0.49,1,0,
747,Keys,Green,Clock Tower,Landmark,0.9,3,0.69,0,1,2.0
748,Wallet,Green,Pathway near CSE,Pathway,0.6,0,0.62,3,1,4.0
749,Bag,Blue,Bus Stop,Transit,0.75,29,0.67,4,0,
750,Keys,Black,Canteen,Building,0.95,27,0.74,5,1,1.0
751,ID Card,Red,Bus Stop,Transit,0.75,11,0.76,1,1,1.0
752,ID Card,White,Bus Stop,Transit,0.75,5,0.76,0,1,1.0
753,Keys,Black,Bus Stop,Transit,0.75,22,0.67,1,0,
754,Bag,White,Clock Tower,Landmark,0.9,22,0.42,1,0,
755,Wallet,Green,Clock Tower,Landmark,0.9,4,0.69,2,1,1.0
756,Bottle,White,Pathway near CSE,Pathway,0.6,0,0.79,1,0,
757,ID Card,Red,Auditorium,Building,0.8,13,0.56,1,0,
758,Bag,Red,Canteen,Building,0.95,12,0.47,2,0,
759,Phone,Red,Library,Building,0.85,11,0.86,1,1,1.0
760,Wallet,Green,Auditorium,Building,0.8,26,0.63,3,0,
761,Wallet,White,Bus Stop,Transit,0.75,4,0.73,1,1,1.0
762,Bottle,Red,Parking Area,Open Area,0.45,20,0.99,1,0,
763,ID Card,White,Canteen,Building,0.95,20,0.36,1,0,
764,Bag,Silver,Bus Stop,Transit,0.75,14,0.63,3,0,
765,Phone,Red,Canteen,Building,0.95,24,0.9,3,1,11.0
766,Keys,Green,Library,Building,0.85,30,0.82,2,0,
767,Wallet,Blue,Library,Building,0.85,20,0.99,3,1,4.0
768,Bottle,Silver,Parking Area,Open Area,0.45,23,0.69,1,0,
769,Keys,Red,Auditorium,Building,0.8,27,0.98,0,0,
770,ID Card,Blue,Parking Area,Open Area,0.45,19,0.65,2,0,
771,Keys,Green,Library,Building,0.85,20,0.99,2,1,2.0
